Time  1 - default sample rate;Load;Displacement;AccelerometerX;0 Degrees Transvers on Axle;Rosett +45 Degrees Along Axle;Rosett  90 Degrees Along Axle;Rosett  -45 Degrees Along Axle;Radius +45 Degrees Along Axle;MX840A_0 hardware time default sample rate                      
13,24333396;394,6685486;7,22388792;1,57634449;27,0845356;268,3521118;-6,131330967;-263,1584778;-0,013820293;948333431,9
13,2466673;394,5776062;7,223994255;1,487949252;27,48993301;268,2567749;0,348187268;-263,2668762;-0,013820293;948333431,9
13,25000063;394,5497437;7,224452972;1,648631692;27,05268097;268,2680359;1,147745609;-262,8619995;-0,013820293;948333431,9
13,25333396;394,5460815;7,223793983;1,688506246;27,06324959;268,5527649;0,02143288;-262,7546692;-0,013820293;948333431,9
13,2566673;394,5982666;7,224153519;1,56332767;27,03107071;268,15271;-1,844571114;-263,0310059;-0,013820293;948333431,9
13,26000063;394,6208801;7,22475338;1,507079482;26,82723045;268,0144958;-1,239959955;-262,505188;-0,013820293;948333431,9
13,26333396;394,5898438;7,224891663;1,474016428;26,89128494;268,1534729;-4,321464062;-261,9319763;-0,013820293;948333431,9
13,2666673;394,616272;7,224486828;1,553493381;27,36735725;268,401947;-2,247260571;-261,7577209;-0,013820293;948333431,9
13,27000063;394,6953735;7,223799706;1,577273369;26,91765404;268,4315491;-0,067324549;-262,0183716;-0,013820293;948333431,9
13,27333396;394,4871216;7,223932266;1,521167278;27,076231;268,1338806;-10,61635399;-262,2102051;-0,013820293;948333431,9
13,2766673;394,5751343;7,223659039;1,450752378;27,1407814;268,3494873;-8,89098835;-262,3183289;-0,013820293;948333431,9
13,28000063;394,464386;7,223622799;1,583854198;26,98728561;268,4248047;-6,279955864;-261,9113159;-0,013820293;948333431,9
13,28333396;394,5287476;7,22425127;1,656688213;27,08085632;268,3476257;-7,617799759;-262,5585632;-0,013820293;948333431,9
13,2866673;394,571991;7,22411108;1,609959245;26,91850281;268,1656189;-2,661325693;-262,2732544;-0,013820293;948333431,9
13,29000063;394,5652771;7,223980427;1,68244338;26,74501419;267,7957458;-3,394667387;-262,0944214;-0,013820293;948333431,9
13,29333396;394,5135803;7,224245548;1,696678877;26,79232788;267,8630676;-4,377045155;-262,0219116;-0,013820293;948333431,9
13,2966673;394,5598145;7,224147797;1,590293407;26,75457764;268,119873;-2,561032057;-261,4868164;-0,013820293;948333431,9
13,30000063;394,4372864;7,22403717;1,524172664;26,69876099;268,4623718;-0,685028255;-261,5911865;-0,013820293;948333431,9
13,30333397;394,5123596;7,224495411;1,485599041;27,07257843;268,4526978;1,260034919;-260,5466003;-0,013820293;948333432
13,3066673;394,4867859;7,224473953;1,55126965;27,17243385;268,2268372;-5,179433823;-260,1570435;-0,013820293;948333432
13,31000063;394,3996582;7,224515915;1,638837814;27,01015472;267,981842;-10,12697887;-260,8844299;-0,013820293;948333432
13,31333397;394,4362793;7,224241257;1,681518912;26,96186066;268,1824646;-4,637025833;-260,5093994;-0,013820293;948333432
13,3166673;394,4377136;7,223898888;1,693804264;26,86796951;268,0861816;-1,389170408;-260,9403381;-0,013820293;948333432
13,32000063;394,5792236;7,224137783;1,726240516;26,91545105;268,2633057;-4,912780285;-260,4038696;-0,013820293;948333432
13,32333397;394,5041809;7,22406435;1,704951525;27,06034088;268,4423218;-6,436237335;-259,3929138;-0,013820293;948333432
13,3266673;394,3479004;7,22376585;1,702408075;27,07389832;267,9884033;-3,449284792;-258,9337158;-0,013820293;948333432
13,33000063;394,1799011;7,22365427;1,696602345;26,81809044;268,2480774;-1,953557968;-259,8807068;-0,013820293;948333432
13,33333397;394,3488464;7,224072456;1,683993101;26,95128059;268,2182922;2,756816149;-260,9502869;-0,013820293;948333432
13,3366673;394,4529724;7,223588943;1,634093046;26,86755371;268,2050171;-1,095176101;-260,4662476;-0,013820293;948333432
13,34000063;394,6152954;7,22364521;1,646024823;26,96232605;267,9052124;-2,431655884;-260,7079163;-0,013820293;948333432
13,34333397;394,5054626;7,223963737;1,519822359;26,99949646;267,9601746;-5,828705788;-260,8464966;-0,013820293;948333432
13,3466673;394,3809509;7,223823071;1,489926338;27,28357124;267,6323242;1,012226462;-260,5119324;-0,013820293;948333432
13,35000063;394,3497009;7,224038124;1,475190401;27,61060143;268,2802124;1,408844709;-260,6520691;-0,013820293;948333432
13,35333397;394,2864075;7,224243164;1,514053583;27,09329796;268,2583008;-3,638900757;-260,4837952;-0,013820293;948333432
13,3566673;394,4174194;7,224761963;1,541709423;26,86218262;268,0835876;-4,843057156;-260,2110291;-0,013820293;948333432
13,36000063;394,3842468;7,224193096;1,562829971;26,92025757;268,2844238;-3,402600288;-259,9507446;-0,013820293;948333432
13,36333397;394,2529297;7,224526882;1,573124409;27,12944603;268,0909729;4,704062939;-260,2752075;-0,013820293;948333432
13,3666673;394,3143005;7,224759102;1,716994882;27,01449013;267,7604065;4,696217537;-260,6447144;-0,013820293;948333432
13,37000064;394,3657532;7,224591255;1,606966257;27,2238121;268,3339844;0,61327225;-260,9882507;-0,013820293;948333432
13,37333397;394,3580322;7,224217415;1,531161666;26,69766235;268,0334167;-4,479346752;-260,5693665;-0,013820293;948333432
13,3766673;394,3321533;7,223957539;1,585956216;26,30050087;268,2786255;3,984365225;-260,3191528;-0,013820293;948333432
13,38000064;394,409729;7,224104404;1,566834688;26,63723946;268,3411865;1,683887601;-260,0730591;-0,013820293;948333432
13,38333397;394,3860779;7,224125862;1,550456285;26,8118515;268,3128052;-4,737520695;-260,8734436;-0,013820293;948333432
13,3866673;394,4978027;7,223865986;1,572417617;26,90160561;268,2931519;-5,500798225;-261,3425293;-0,013820293;948333432
13,39000064;394,4981384;7,224078655;1,47152245;27,09884834;268,4709778;0,368555665;-260,4821777;-0,013820293;948333432
13,39333397;394,4161682;7,224159241;1,456403613;26,93207932;268,2157593;8,83229351;-260,2501831;-0,013820293;948333432
13,3966673;394,3900757;7,224505424;1,465407372;26,66596031;268,3207397;0,559752703;-259,4398804;-0,013820293;948333432
13,40000064;394,3761902;7,224614143;1,590454817;27,07916832;268,6459961;0,344745576;-259,7902527;-0,013820293;948333432
13,40333397;394,2836609;7,224049568;1,556352377;26,79429817;268,3125;-1,502920151;-260,3281555;-0,013820293;948333432,1
13,4066673;394,3330078;7,224164963;1,468175054;27,06899643;268,1021423;-4,016935825;-260,3529358;-0,013820293;948333432,1
13,41000064;394,3236084;7,224483013;1,520485044;27,05029106;268,3418884;-1,727542758;-259,4355469;-0,013820293;948333432,1
13,41333397;394,2535706;7,224366188;1,699583888;27,06633377;268,2829895;-2,333690882;-259,3024597;-0,013820293;948333432,1
13,4166673;394,2571411;7,224795341;1,728271246;26,80923462;268,2641296;-8,242147446;-259,7791138;-0,013820293;948333432,1
13,42000064;394,374054;7,225219727;1,56359005;27,13161278;268,1566467;-4,160703659;-260,7169495;-0,013820293;948333432,1
13,42333397;394,3930969;7,224432945;1,521797657;27,12310791;267,9226379;2,693869591;-261,0609741;-0,013820293;948333432,1
13,4266673;394,3286438;7,224178791;1,520531178;27,05080605;268,0741272;9,503189087;-262,0777283;-0,013820293;948333432,1
13,43000064;394,4252625;7,224043846;1,634780526;27,33330154;268,462616;4,799860477;-262,4203796;-0,013820293;948333432,1
13,43333397;394,3040466;7,224229813;1,601527691;27,15468788;268,6172791;1,803815722;-261,9857483;-0,013820293;948333432,1
13,4366673;394,2036743;7,224411011;1,547306538;27,29857445;268,377655;6,265030861;-261,8829346;-0,013820293;948333432,1
13,44000064;394,2529602;7,224330902;1,547063589;26,91349602;268,6396484;5,151875973;-262,3378601;-0,013820293;948333432,1
13,44333397;394,1717529;7,223865986;1,623265982;27,42709732;268,4306335;-1,668614149;-262,3599854;-0,013820293;948333432,1
13,44666731;394,3204041;7,224093437;1,747894764;27,29216385;268,1787109;-3,943150997;-261,4432373;-0,013820293;948333432,1
13,45000064;394,2582397;7,224076271;1,612836957;27,42022133;268,0527039;-1,881509066;-261,5126648;-0,013820293;948333432,1
13,45333397;394,1595764;7,224545479;1,636803508;27,18417931;268,2029114;2,620978355;-261,0110779;-0,013820293;948333432,1
13,45666731;394,2542419;7,223935127;1,685035467;26,81130791;268,0470581;2,304979563;-260,7616882;-0,013820293;948333432,1
13,46000064;394,3262329;7,2245121;1,572064877;26,87857819;268,1662598;-1,758298039;-260,8467407;-0,013820293;948333432,1
13,46333397;394,1957703;7,22511816;1,727777839;27,4377079;268,1654358;-1,408018112;-260,5164795;-0,013820293;948333432,1
13,46666731;394,1503296;7,224993706;1,656061292;27,38721848;268,3230591;2,288500547;-259,7975769;-0,013820293;948333432,1
13,47000064;394,2012329;7,224787712;1,665490508;26,84230614;268,2306213;4,634343147;-259,4133301;-0,013820293;948333432,1
13,47333397;394,1486816;7,224564075;1,734639525;27,01690865;268,2315979;2,045142174;-259,435791;-0,013820293;948333432,1
13,47666731;393,973114;7,224250793;1,642613411;26,7361412;268,0401001;0,430529505;-259,0753479;-0,013820293;948333432,1
13,48000064;393,8959961;7,224373817;1,590268493;26,69908905;268,0360107;4,558280468;-259,868103;-0,013820293;948333432,1
13,48333397;394,0854187;7,224623203;1,568332195;26,84751701;268,1663208;0,725673199;-259,2541504;-0,013820293;948333432,1
13,48666731;394,1554871;7,224272251;1,44503808;26,50230598;268,0887756;5,082401752;-260,2150269;-0,013820293;948333432,1
13,49000064;394,2006531;7,224376202;1,542553902;26,84210205;268,3385315;1,35837388;-261,2713623;-0,013820293;948333432,1
13,49333397;394,2034607;7,223977089;1,576980829;27,04344559;268,3273621;-2,577036142;-261,5583801;-0,013820293;948333432,1
13,49666731;394,0784302;7,224132538;1,600374222;26,76568413;268,0596313;0,618527651;-260,9999084;-0,013820293;948333432,1
13,50000064;394,0707397;7,22463131;1,62051928;26,66281128;268,2922668;-0,502123892;-259,8750305;-0,013820293;948333432,1
13,50333397;394,3079834;7,224628925;1,609568715;26,88800049;268,4163818;-1,18364346;-259,73349;-0,013820293;948333432,2
13,50666731;394,2986145;7,224649429;1,607143998;27,29841423;268,1810608;-3,761596441;-260,4233704;-0,013820293;948333432,2
13,51000064;394,1364136;7,22484684;1,59594059;27,07244873;268,3634338;-1,422438622;-260,3055725;-0,013820293;948333432,2
13,51333398;394,1897583;7,224839687;1,536761284;27,11001778;268,5188599;1,822874546;-259,8443298;-0,013820293;948333432,2
13,51666731;394,1321716;7,224732399;1,439565897;27,12994766;268,4306641;2,799490452;-260,515625;-0,013820293;948333432,2
13,52000064;394,3550415;7,224497318;1,55655849;27,012146;268,0918579;-0,540598869;-260,2428894;-0,013820293;948333432,2
13,52333398;394,2932129;7,224772453;1,509707808;26,7542305;268,2406006;-3,045284986;-260,5432434;-0,013820293;948333432,2
13,52666731;394,2041626;7,225315571;1,471849442;26,98250008;268,1418762;-3,116976023;-261,0716858;-0,013820293;948333432,2
13,53000064;394,0907593;7,225363731;1,562109947;27,19277954;268,2533875;1,599238634;-260,9812012;-0,013820293;948333432,2
13,53333398;394,0238647;7,2247715;1,545217752;26,9852066;268,0490112;2,005609512;-260,9686584;-0,013820293;948333432,2
13,53666731;394,0933228;7,224587917;1,564144611;26,72731972;268,184021;-4,683810234;-260,7594299;-0,013820293;948333432,2
13,54000064;394,2366943;7,224333763;1,558680058;26,94318199;267,8485718;0,892743826;-260,2836609;-0,013820293;948333432,2
13,54333398;394,2316284;7,224500656;1,649963617;26,89550209;268,346405;4,622454166;-260,2380066;-0,013820293;948333432,2
13,54666731;394,2266846;7,224538803;1,637738347;27,21509552;268,2045898;4,955057144;-260,4186707;-0,013820293;948333432,2
13,55000064;394,0221252;7,22413826;1,545448661;27,252985;268,2267151;5,885728359;-259,8878784;-0,013820293;948333432,2
13,55333398;393,8633728;7,224229336;1,579739213;26,85948372;268,4894714;-3,073308945;-259,4373474;-0,013820293;948333432,2
13,55666731;394,1236572;7,224856377;1,662606716;26,95044708;267,9629211;3,775071144;-259,7924194;-0,013820293;948333432,2
13,56000064;394,2416077;7,224719524;1,703439951;26,65081596;268,2213745;3,922069788;-259,7649231;-0,013820293;948333432,2
13,56333398;394,1277771;7,224571228;1,694836855;26,80658913;267,9855347;2,865823507;-259,4535828;-0,013820293;948333432,2
13,56666731;394,1191101;7,224995136;1,571570635;27,01590538;267,6488342;7,357226849;-260,8301392;-0,013820293;948333432,2
13,57000064;393,9512024;7,22515583;1,508206964;26,93207169;268,1688843;-5,014576912;-260,520813;-0,013820293;948333432,2
13,57333398;393,9276428;7,225133896;1,525950551;26,92619896;268,2806091;-0,674814761;-259,3960876;-0,013820293;948333432,2
13,57666731;394,0894775;7,224845886;1,590160251;26,88694191;268,0626221;4,997889519;-259,2286987;-0,013820293;948333432,2
13,58000065;394,1713257;7,225424767;1,551988959;27,03923988;268,1202393;4,970973015;-259,794281;-0,013820293;948333432,2
13,58333398;394,0342407;7,225215912;1,712486506;27,11794662;268,1759644;3,022475958;-259,3684692;-0,013820293;948333432,2
13,58666731;394,0510559;7,224704742;1,64748311;27,24618912;268,1473999;1,433940172;-258,0168152;-0,013820293;948333432,2
13,59000065;393,9139099;7,224437714;1,606821299;27,0725193;268,0492859;-3,127327442;-258,664856;-0,013820293;948333432,2
13,59333398;394,1215515;7,224127293;1,616433382;27,08184052;268,2749023;0,217584848;-259,0652771;-0,013820293;948333432,2
13,59666731;393,9853516;7,224080086;1,645093918;26,91199684;267,8670349;-3,377062321;-259,9777222;-0,013820293;948333432,2
13,60000065;393,9876404;7,223938942;1,591750383;26,66960526;267,7675781;-2,828845024;-260,5475464;-0,013820293;948333432,2
13,60333398;393,8996582;7,224705219;1,472876787;27,0224781;268,2449036;-6,024312496;-260,0588379;-0,013820293;948333432,3
13,60666731;393,9064331;7,224857807;1,583177209;27,21011162;268,3242798;0,704520702;-259,7574768;-0,013820293;948333432,3
13,61000065;394,0077515;7,224436283;1,598592639;27,24106789;268,0142517;0,604981482;-259,6457825;-0,013820293;948333432,3
13,61333398;394,0960999;7,224521637;1,654715061;27,18564796;268,2818298;2,762875795;-260,0816345;-0,013820293;948333432,3
13,61666731;394,1120605;7,224731922;1,675149202;26,59708786;268,0265198;-1,167138338;-260,5460815;-0,013820293;948333432,3
13,62000065;394,1123047;7,224638939;1,546723008;26,88713455;268,247406;-2,027116299;-260,8797302;-0,013820293;948333432,3
13,62333398;394,0272522;7,224552631;1,624310255;27,54331779;268,1611633;-3,192339182;-259,4404297;-0,013820293;948333432,3
13,62666731;393,9913025;7,225034714;1,730977058;27,47012329;268,2910461;2,137406588;-258,8528442;-0,013820293;948333432,3
13,63000065;394,0233459;7,224845409;1,542426705;27,02905464;268,2433777;5,555215836;-259,0793457;-0,013820293;948333432,3
13,63333398;394,111084;7,22499752;1,581007242;27,29171944;268,5449524;3,257024765;-259,4483032;-0,013820293;948333432,3
13,63666731;394,0099792;7,224984646;1,598411798;26,96848297;268,2724915;-3,366499186;-259,4002686;-0,013820293;948333432,3
13,64000065;393,9117737;7,22494173;1,572096825;26,629776;268,0853882;-9,796748161;-259,743103;-0,013820293;948333432,3
13,64333398;393,9757385;7,225110531;1,532806754;26,71373367;267,949585;-0,854861259;-260,436554;-0,013820293;948333432,3
13,64666731;393,9579163;7,224786758;1,589850903;26,88677406;268,13797;2,902305365;-260,9993286;-0,013820293;948333432,3
13,65000065;393,9640198;7,224366665;1,697013378;27,17122459;268,2909546;-0,682721555;-260,4824219;-0,013820293;948333432,3
13,65333398;393,9910278;7,224397659;1,605742455;27,35019112;268,3557129;4,444140911;-260,2270508;-0,013820293;948333432,3
13,65666732;393,9771118;7,224585056;1,66475904;27,3273716;268,2432251;4,132374287;-259,660553;-0,013820293;948333432,3
13,66000065;393,9664307;7,224446297;1,496888876;27,00903893;268,2555542;-0,750422537;-260,3828735;-0,013820293;948333432,3
13,66333398;394,054718;7,224633217;1,487992167;26,924963;268,0582886;1,84272325;-260,9407654;-0,013820293;948333432,3
13,66666732;393,9536133;7,224372387;1,561256886;27,07919693;268,0084229;8,922273636;-261,5694885;-0,013820293;948333432,3
13,67000065;394,0952454;7,224829197;1,556845903;27,14733124;268,1614685;-1,30963695;-260,7549438;-0,013820293;948333432,3
13,67333398;393,964325;7,22497797;1,520204663;27,41675949;268,3043518;-1,717823625;-260,4414063;-0,013820293;948333432,3
13,67666732;394,163147;7,225395679;1,59529829;26,91086197;268,111145;-3,156126499;-260,5890503;-0,013820293;948333432,3
13,68000065;393,974884;7,225281239;1,587290168;26,63109589;268,1366577;3,387292624;-259,9779968;-0,013820293;948333432,3
13,68333398;393,8795776;7,225146294;1,540639997;26,97449303;268,2064514;8,211387634;-260,2045593;-0,013820293;948333432,3
13,68666732;393,981842;7,225470066;1,465411663;27,08399582;268,4081421;2,811437607;-259,0230713;-0,013820293;948333432,3
13,69000065;393,888031;7,225029945;1,493685484;27,11735725;268,3742065;0,543639243;-258,6063538;-0,013820293;948333432,3
13,69333398;393,9425659;7,224598408;1,639608622;26,85499001;268,0490723;-1,315983772;-259,8566589;-0,013820293;948333432,3
13,69666732;393,7897949;7,224496841;1,67405045;26,75306702;267,8301392;-3,938597679;-260,4827271;-0,013820293;948333432,3
13,70000065;393,8140564;7,224506855;1,667384744;26,51460648;267,929657;3,792031765;-260,5037231;-0,013820293;948333432,3
13,70333398;393,7062073;7,224686146;1,634305358;26,9300518;268,1361389;6,773715973;-260,1911926;-0,013820293;948333432,4
13,70666732;393,7702332;7,224512577;1,57204926;27,1732502;268,2579956;5,936192513;-259,9983215;-0,013820293;948333432,4
13,71000065;393,9134521;7,224598408;1,647939444;26,98830032;268,0748596;0,247386292;-260,2698975;-0,013820293;948333432,4
13,71333398;393,9155273;7,224599361;1,583367348;26,96059608;267,720459;3,689647198;-260,577179;-0,013820293;948333432,4
13,71666732;393,8531799;7,224694252;1,537982345;26,90122986;268,0189819;7,995073318;-261,2155151;-0,013820293;948333432,4
13,72000065;393,8130188;7,224862099;1,69378233;26,79830551;268,3814392;6,814785004;-261,9078979;-0,013820293;948333432,4
13,72333399;393,8934631;7,224731445;1,699021578;26,98704147;268,308075;1,469917297;-262,1140747;-0,013820293;948333432,4
13,72666732;393,9858093;7,225093842;1,594236851;26,83451653;268,3853455;-2,1610291;-262,8421631;-0,013820293;948333432,4
13,73000065;393,9665527;7,225478172;1,51792717;26,94761848;267,9462585;-9,052623749;-262,6163635;-0,013820293;948333432,4
13,73333399;393,7265015;7,225456238;1,467948198;26,82023621;267,9872742;-1,202176452;-261,8319092;-0,013820293;948333432,4
13,73666732;393,9111328;7,225073814;1,446129203;26,71270943;267,9318542;2,093696594;-262,0570374;-0,013820293;948333432,4
13,74000065;393,8781738;7,224943638;1,58698833;26,78092003;267,5965576;4,221966267;-261,6230774;-0,013820293;948333432,4
13,74333399;393,883606;7,224997997;1,631196141;27,13749123;268,1033936;-0,346193969;-260,7865601;-0,013820293;948333432,4
13,74666732;393,8284912;7,224759579;1,625755548;27,38689613;268,4077148;-1,510029674;-260,9368896;-0,013820293;948333432,4
13,75000065;393,8127441;7,224614143;1,573006392;27,12199593;268,4083252;-0,51592654;-260,7068481;-0,013820293;948333432,4
13,75333399;393,8319702;7,224395275;1,467178464;26,98921394;268,1598816;3,766177893;-261,6036682;-0,013820293;948333432,4
13,75666732;393,848053;7,2246418;1,539908648;26,91314316;268,3665771;1,797029018;-261,83255;-0,013820293;948333432,4
13,76000065;393,8019104;7,225169182;1,501537442;26,72532654;268,184967;-8,825213432;-261,1353149;-0,013820293;948333432,4
13,76333399;393,7902222;7,224628448;1,647951365;26,90872765;268,1899109;-3,956759214;-262,286499;-0,013820293;948333432,4
13,76666732;393,7649536;7,224765301;1,65339303;27,21681976;268,2132263;-5,364508152;-261,6802063;-0,013820293;948333432,4
13,77000065;393,6023865;7,224795341;1,566482306;27,23894501;268,2579956;2,859387875;-262,6577148;-0,013820293;948333432,4
13,77333399;393,6081848;7,224868774;1,516842246;26,99893188;268,1609802;1,853719473;-262,7781982;-0,013820293;948333432,4
13,77666732;393,6600037;7,224933624;1,43755877;26,87410164;268,2724304;-0,302134782;-263,7090454;-0,013820293;948333432,4
13,78000065;393,6637573;7,224905014;1,553684354;26,88196945;268,2393494;2,794310093;-263,7790222;-0,013820293;948333432,4
13,78333399;393,5974426;7,224977493;1,544650078;26,76977158;268,1349487;3,746023178;-263,3425903;-0,013820293;948333432,4
13,78666732;393,7104797;7,22537756;1,56263268;26,98684883;268,3671265;4,823290825;-262,402771;-0,013820293;948333432,4
13,79000065;393,8118591;7,225643158;1,549611926;26,82468987;268,579834;7,923608303;-261,7419739;-0,013820293;948333432,4
13,79333399;393,7224731;7,225241661;1,461886048;26,98417091;268,4009705;-1,768740535;-262,4595032;-0,013820293;948333432,4
13,79666732;393,6170654;7,225481987;1,643217564;26,76763153;268,2069702;-2,680283785;-262,79599;-0,013820293;948333432,4
13,80000066;393,5782776;7,224963665;1,654198408;26,80681801;267,9657288;-3,516690731;-262,4789429;-0,013820293;948333432,4
13,80333399;393,6573181;7,224135876;1,641200781;27,04467773;268,1855469;-2,047308922;-262,6352234;-0,013820293;948333432,5
13,80666732;393,8944397;7,224802017;1,747721314;27,3065033;267,9451599;0,450004041;-263,7385254;-0,013820293;948333432,5
13,81000066;393,7207031;7,225037098;1,624238372;27,13911438;267,754425;-4,855523586;-264,2224731;-0,013820293;948333432,5
13,81333399;393,8850403;7,22424078;1,585896373;26,98279572;268,1040039;-3,578401327;-264,7746277;-0,013820293;948333432,5
13,81666732;393,776001;7,224331379;1,574366808;27,08522415;268,1705933;3,89861536;-265,2348633;-0,013820293;948333432,5
13,82000066;393,7235107;7,224824429;1,454709053;27,43427467;267,884491;1,95182538;-264,4517212;-0,013820293;948333432,5
13,82333399;393,816803;7,225074768;1,509062052;26,81721878;268,0168152;3,248337746;-264,6135864;-0,013820293;948333432,5
13,82666732;393,744812;7,224997997;1,614339471;26,97362709;268,4332581;0,523562372;-264,8785706;-0,013820293;948333432,5
13,83000066;393,7408447;7,225019455;1,652419448;27,29598999;268,3121338;-2,363730192;-263,8005371;-0,013820293;948333432,5
13,83333399;393,657074;7,224698067;1,602683902;26,99869156;268,5386963;2,80253458;-263,517395;-0,013820293;948333432,5
13,83666732;393,7991638;7,225429058;1,669096231;26,83024597;268,5713806;2,81384182;-263,2118225;-0,013820293;948333432,5
13,84000066;393,7472839;7,225653648;1,712527871;26,87965393;268,1609802;-3,966930866;-263,3927917;-0,013820293;948333432,5
13,84333399;393,8537903;7,22553587;1,650621891;26,97097588;268,1557922;-2,854290724;-263,3908691;-0,013820293;948333432,5
13,84666732;393,7023315;7,225207329;1,471147656;27,07262421;267,8031616;-1,14569664;-263,1538391;-0,013820293;948333432,5
13,85000066;393,7235718;7,225255013;1,55939734;27,24608612;268,3455811;5,859074116;-262,5769653;-0,013820293;948333432,5
13,85333399;393,6168518;7,224752426;1,748186231;27,17438316;268,1466675;-1,112335086;-262,7984009;-0,013820293;948333432,5
13,85666732;393,7217712;7,224441528;1,67630446;26,79732132;268,368866;-2,833157539;-262,5405579;-0,013820293;948333432,5
13,86000066;393,6590576;7,224524975;1,593031645;26,76830864;268,0526123;-2,284573555;-263,3346252;-0,013820293;948333432,5
13,86333399;393,7946167;7,224642754;1,556178093;26,73631668;268,4459534;2,857690573;-263,1585693;-0,013820293;948333432,5
13,86666733;393,901123;7,224816322;1,579280138;27,0173111;268,2321167;6,707644939;-262,8096313;-0,013820293;948333432,5
13,87000066;393,763916;7,224476337;1,562266231;27,12273026;268,3947144;1,673246503;-263,7076416;-0,013820293;948333432,5
13,87333399;393,6708374;7,224365234;1,666597843;27,21900558;268,3577271;-1,13732934;-264,1673889;-0,013820293;948333432,5
13,87666733;393,723175;7,224813938;1,615291238;26,90677261;268,1351318;3,468109608;-262,9896851;-0,013820293;948333432,5
13,88000066;393,7566833;7,224591255;1,583338499;26,88851547;268,1081238;5,98903656;-262,0670776;-0,013820293;948333432,5
13,88333399;393,6521301;7,225299835;1,705678225;26,95736504;268,3744812;9,160201073;-262,4399414;-0,013820293;948333432,5
13,88666733;393,5691833;7,224968433;1,709465384;27,17947578;267,9645081;9,234848976;-264,2514343;-0,013820293;948333432,5
13,89000066;393,5848694;7,224864483;1,612738848;27,40929031;268,1417847;1,409563541;-263,8162231;-0,013820293;948333432,5
13,89333399;393,6410522;7,225131035;1,68525207;27,05622673;268,173584;3,004564762;-263,8252563;-0,013820293;948333432,5
13,89666733;393,7400818;7,224833012;1,566006541;26,9903183;268,115448;7,949852467;-263,8731384;-0,013820293;948333432,5
13,90000066;393,3578491;7,224609852;1,564525962;26,93368912;267,8701782;4,932503223;-264,2461548;-0,013820293;948333432,5
13,90333399;393,3770142;7,224713802;1,636998057;27,04857254;268,0922241;-5,576838017;-264,1897583;-0,013820293;948333432,6
13,90666733;393,6400757;7,224963188;1,664362431;26,98602104;268,1224365;-1,391466856;-262,9346313;-0,013820293;948333432,6
13,91000066;393,4677124;7,224870205;1,632609129;27,00973511;268,234314;2,3887012;-261,5519104;-0,013820293;948333432,6
13,91333399;393,5758972;7,224608421;1,631560564;26,98670387;268,1323547;4,333671093;-262,3592224;-0,013820293;948333432,6
13,91666733;393,5095825;7,224435329;1,649762392;26,59978104;268,2360535;2,365314722;-262,7157288;-0,013820293;948333432,6
13,92000066;393,6112366;7,224384785;1,628559113;26,58589363;268,4207764;3,84938097;-262,9984436;-0,013820293;948333432,6
13,92333399;393,7012329;7,224954128;1,565366745;26,93453217;268,1045227;6,830025196;-262,4545593;-0,013820293;948333432,6
13,92666733;393,6346741;7,224982738;1,52521944;27,05492973;268,0532227;-0,657928348;-261,3144836;-0,013820293;948333432,6
13,93000066;393,6391602;7,224822044;1,502582908;27,15589523;268,3457947;6,421450615;-260,1742554;-0,013820293;948333432,6
13,933334;393,5921936;7,224833965;1,700913906;27,43685913;268,2616272;9,911518097;-261,3815002;-0,013820293;948333432,6
13,93666733;393,6468201;7,225234985;1,63212204;26,97257423;268,2595825;1,44678247;-262,4125366;-0,013820293;948333432,6
13,94000066;393,7312012;7,225412846;1,569460392;26,79102898;268,2041931;1,957177639;-262,3179016;-0,013820293;948333432,6
13,943334;393,5519714;7,224948406;1,609040737;26,98423386;267,8079834;7,390061855;-262,1445923;-0,013820293;948333432,6
13,94666733;393,4433899;7,225182056;1,628116846;27,03992653;268,1154175;8,748697281;-260,7359619;-0,013820293;948333432,6
13,95000066;393,4112549;7,225702286;1,638464808;27,23102951;268,282196;6,610617161;-260,467804;-0,013820293;948333432,6
13,953334;393,5203247;7,225294113;1,594002485;27,25355721;268,1368103;5,645574093;-261,1316223;-0,013820293;948333432,6
13,95666733;393,5592651;7,225317955;1,638892174;27,21795273;268,2370605;2,955054522;-261,6336975;-0,013820293;948333432,6
13,96000066;393,6468811;7,225021839;1,597082257;26,65666962;267,8240356;6,744946957;-261,5593872;-0,013820293;948333432,6
13,963334;393,6506348;7,225172997;1,604751587;26,80711174;268,0748291;4,632166862;-262,1874084;-0,013820293;948333432,6
13,96666733;393,556488;7,224960804;1,48441422;26,92180824;268,054718;-0,632874787;-262,1178589;-0,013820293;948333432,6
13,97000066;393,5278015;7,224909306;1,576422691;27,05024529;267,9940491;-2,053613663;-261,3887024;-0,013820293;948333432,6
13,973334;393,6505127;7,224503994;1,533646822;27,3769474;268,0176086;2,887567997;-260,6405334;-0,013820293;948333432,6
13,97666733;393,5612488;7,224550724;1,5758847;26,87071419;268,0628662;3,66135788;-260,1841125;-0,013820293;948333432,6
13,98000066;393,5143738;7,224764347;1,62916863;26,73347282;267,9733582;3,578905106;-260,40625;-0,013820293;948333432,6
13,983334;393,6220398;7,225028038;1,699928045;27,00243759;267,6550903;-3,806312323;-261,5671692;-0,013820293;948333432,6
13,98666733;393,4544067;7,224879742;1,54831934;27,00159073;268,1669922;-1,369927049;-260,8646545;-0,013820293;948333432,6
