Time  1 - default sample rate                                   ;Load [N];Displacement [mm];AccelerometerX;0 Degrees Transvers on Axle;Rosett +45 Degrees Along Axle;Rosett  90 Degrees Along Axle;Rosett  -45 Degrees Along Axle;Radius +45 Degrees Along Axle;MX840A_0 hardware time default sample rate
11.93666723;680.8121338;13.59789753;2.528098583;47.06746674;462.2183838;-6.360396862;-443.6578979;0.098360285;947504022
11.94000057;681.3347168;13.61308479;2.567636728;47.22331238;462.7228088;-3.199696064;-444.1715088;0.098360285;947504022
11.9433339;681.9675293;13.62830448;2.546520472;47.1461525;463.1358032;36.86166763;-445.1193542;0.098360285;947504022
11.94666723;682.7335205;13.64604664;2.574210167;46.7950592;463.6326599;0.518080235;-446.3995667;0.098360285;947504022
11.95000057;683.1787109;13.66647148;2.504385233;47.00687408;463.8518982;-16.00498199;-445.7693176;0.098360285;947504022
11.9533339;684.12677;13.68260574;2.488358259;47.30125809;464.5362549;32.84939957;-446.9511719;0.098360285;947504022
11.95666723;684.9639282;13.69484615;2.632902622;47.24429321;465.0135193;-3.194072247;-448.4859924;0.098360285;947504022
11.96000057;685.699646;13.7129631;2.574124336;47.44733047;465.3720703;-5.382602692;-448.6583557;0.098360285;947504022
11.9633339;685.9014893;13.73365593;2.516323328;47.35293198;465.9271545;41.29858017;-449.124115;0.098360285;947504022
11.96666724;686.6677856;13.75093365;2.603560686;47.43507385;466.3216248;0.66814816;-448.8371582;0.098360285;947504022
11.97000057;687.5136108;13.76570129;2.508854151;47.66009521;466.6988525;-2.0902071;-448.7658691;0.098360285;947504022
11.9733339;688.1665039;13.78274345;2.718171597;47.52549362;467.3012085;20.28629494;-449.3670654;0.098360285;947504022
11.97666724;688.9237061;13.80055332;2.690400362;47.90404892;467.8220215;-11.49874496;-450.4971313;0.098360285;947504022
11.98000057;689.4254761;13.81686592;2.747990847;48.11868668;468.2702637;11.97067738;-449.9836731;0.098360285;947504022.1
11.9833339;690.1900635;13.83106995;2.804442883;47.70679092;468.5081482;34.58337784;-451.2359314;0.098360285;947504022.1
11.98666724;690.8592529;13.84739876;2.684155464;47.50331879;468.835968;-4.449489594;-451.3977661;0.098360285;947504022.1
11.99000057;691.3222046;13.86559582;2.815296173;47.74652481;469.4734802;5.736568451;-451.3268738;0.098360285;947504022.1
11.9933339;692.1380005;13.8822813;2.916945934;48.0354538;470.0161133;24.13766289;-451.5471497;0.098360285;947504022.1
11.99666724;692.9243774;13.89860058;2.893761396;48.24008942;470.2570496;-12.23933887;-451.8197021;0.098360285;947504022.1
12.00000057;693.0962524;13.91795158;2.990667582;47.81507111;470.2320251;19.54739761;-453.0030823;0.098360285;947504022.1
12.0033339;693.6641846;13.93820572;2.933107376;47.7482338;470.9935913;23.8745327;-452.3721924;0.098360285;947504022.1
12.00666724;694.3486938;13.9558773;2.946393728;48.0699234;471.7455139;-13.09061432;-452.7683105;0.098360285;947504022.1
12.01000057;695.0890503;13.97411346;3.013540983;48.07216644;472.4104919;11.04585361;-453.6156311;0.098360285;947504022.1
12.0133339;695.7021484;13.99408436;3.077715158;48.20578003;472.7008667;21.88307571;-453.9417725;0.098360285;947504022.1
12.01666724;696.3792725;14.01204395;3.081339598;48.26688004;473.2581177;-19.25011063;-454.3333435;0.098360285;947504022.1
12.02000057;697.223877;14.0286665;3.07602334;48.35565186;474.1110535;14.302001;-454.4076233;0.098360285;947504022.1
12.0233339;697.7706909;14.04834557;3.088454485;48.59739685;474.4823914;29.23386383;-455.0718994;0.098360285;947504022.1
12.02666724;698.7098389;14.0692091;3.120192766;48.50646973;474.5696716;-14.86351204;-455.0345764;0.098360285;947504022.1
12.03000057;699.4415283;14.08703995;3.090474606;48.31010056;475.2038879;4.426335335;-456.3439026;0.098360285;947504022.1
12.0333339;700.3890991;14.10541344;3.043456554;48.4294281;475.9151306;19.48963165;-457.0844116;0.098360285;947504022.1
12.03666724;701.303894;14.12509823;3.092119217;48.22576141;476.6618042;-17.2797718;-457.3626099;0.098360285;947504022.1
12.04000057;702.0928955;14.14525795;3.054276705;48.0137291;477.1253967;15.07723331;-458.2729187;0.098360285;947504022.1
12.04333391;703.1314087;14.16474533;2.985123873;48.52638626;477.3868408;31.66095161;-459.6347046;0.098360285;947504022.1
12.04666724;703.9083862;14.18419838;3.068104029;48.35787964;477.8030701;-8.193634987;-460.0144653;0.098360285;947504022.1
12.05000057;704.7003174;14.20232201;3.101317644;48.42205811;478.269104;10.84961796;-459.925354;0.098360285;947504022.1
12.05333391;705.4889526;14.22069645;3.041436911;48.71966553;478.8658142;24.16519547;-460.9710388;0.098360285;947504022.1
12.05666724;706.0884399;14.2401371;3.106317997;48.78974152;479.3466492;-12.12460899;-461.7635803;0.098360285;947504022.1
12.06000057;706.9530029;14.2597599;2.980777025;48.66728973;479.6731873;30.43800545;-461.6230774;0.098360285;947504022.1
12.06333391;707.6881714;14.27826786;2.951282978;48.56717682;480.152771;20.98327255;-462.380188;0.098360285;947504022.1
12.06666724;708.223999;14.29700375;3.021522522;48.51142502;480.7843323;-15.2458725;-464.1340332;0.098360285;947504022.1
12.07000057;708.9724121;14.3158989;2.950207949;48.45596695;481.5518188;19.4605484;-465.3550415;0.098360285;947504022.1
12.07333391;709.6706543;14.33542347;2.921626091;48.7837677;481.8207397;16.40274429;-464.230957;0.098360285;947504022.1
12.07666724;710.2423096;14.35488129;2.880623817;48.98662567;482.1069336;-7.588769436;-464.0046387;0.098360285;947504022.1
12.08000057;710.8540039;14.37139988;2.915632963;49.01601791;482.6800537;28.28720284;-464.3591309;0.098360285;947504022.2
12.08333391;711.4852295;14.38848591;2.895539999;49.00462723;483.1333008;18.98908615;-464.5077515;0.098360285;947504022.2
12.08666724;712.0224609;14.40886116;2.757974625;49.08795166;483.5750122;-11.05336189;-463.6749268;0.098360285;947504022.2
12.09000057;712.6801758;14.4303112;2.776353359;48.98151779;483.6477661;21.7801342;-464.2303162;0.098360285;947504022.2
12.09333391;713.3104858;14.44685364;2.828157663;49.41164017;484.4302673;13.72286034;-465.3299561;0.098360285;947504022.2
12.09666724;714.013855;14.46256542;2.788862705;49.62767029;484.9637146;-6.513812065;-466.9085388;0.098360285;947504022.2
12.10000057;714.6282349;14.48153305;2.709458828;49.87975311;485.6927795;26.10429382;-467.1712646;0.098360285;947504022.2
12.10333391;715.1594849;14.49921417;2.73870635;49.62568283;486.0838623;-2.196758986;-467.0240479;0.098360285;947504022.2
12.10666724;715.9636841;14.51422596;2.720964909;49.29529953;486.339386;-2.230517626;-467.601532;0.098360285;947504022.2
12.11000058;716.4973755;14.52936268;2.804714441;49.24811172;486.7437134;33.59107971;-467.0845337;0.098360285;947504022.2
12.11333391;717.1635132;14.54716969;2.747994661;49.45313263;487.0516968;-7.774558544;-468.0305176;0.098360285;947504022.2
12.11666724;717.8942261;14.56454754;2.840632915;49.8253479;487.4286804;12.55766296;-468.7746582;0.098360285;947504022.2
12.12000058;718.7667236;14.57902336;2.759335756;49.87348938;487.8658142;20.32351685;-468.7783508;0.098360285;947504022.2
12.12333391;719.3705444;14.59227848;2.730641842;50.01548386;487.9608459;-9.465467453;-468.6305542;0.098360285;947504022.2
12.12666724;719.9423218;14.60810852;2.791141748;49.66862106;488.3817749;20.95043755;-468.4890137;0.098360285;947504022.2
12.13000058;720.7422485;14.62499809;2.774446011;49.78406525;488.9418335;15.96276855;-469.3235474;0.098360285;947504022.2
12.13333391;721.2741089;14.63879108;2.820240259;49.93827438;489.5666504;-6.672336578;-470.3168335;0.098360285;947504022.2
12.13666724;721.7944946;14.65193176;2.822088003;49.75698471;490.1243286;28.74513435;-470.5157776;0.098360285;947504022.2
12.14000058;722.2216797;14.66703129;2.815202713;50.20750046;490.350769;-1.772150874;-471.164093;0.098360285;947504022.2
12.14333391;722.9298096;14.68272972;2.852856398;49.76064301;490.9993896;-3.519425392;-471.4041138;0.098360285;947504022.2
12.14666724;723.4858398;14.69741726;2.875617266;49.69898987;491.3192444;35.10716248;-472.052124;0.098360285;947504022.2
12.15000058;724.0248413;14.71079159;2.836334467;50.01728058;491.8582764;-3.098376274;-470.6069946;0.098360285;947504022.2
12.15333391;724.730957;14.72584152;2.819710016;49.98929214;492.0817261;5.140100956;-471.9788208;0.098360285;947504022.2
12.15666724;725.1028442;14.74169731;2.88348031;50.15216446;492.3674316;28.6428299;-472.3706665;0.098360285;947504022.2
12.16000058;725.756958;14.75625706;2.885354042;50.27705765;492.9953613;-7.730364799;-472.6628113;0.098360285;947504022.2
12.16333391;726.4394531;14.76839542;2.976721764;50.16423035;493.6466675;17.30891037;-473.4082947;0.098360285;947504022.2
12.16666724;727.0209961;14.7822361;3.110055685;50.2339859;493.8704529;23.60232925;-474.0266113;0.098360285;947504022.2
12.17000058;727.7996826;14.79712772;3.001901627;50.0951767;493.7550354;-9.480771065;-474.243042;0.098360285;947504022.2
12.17333391;728.3864746;14.81019878;2.985940695;50.11198807;494.1324463;21.33444977;-474.2663574;0.098360285;947504022.2
12.17666725;729.0298462;14.82199955;2.966032267;50.37845993;494.6686401;9.625570297;-474.9960327;0.098360285;947504022.2
12.18000058;729.7143555;14.83548355;2.965832472;50.38027954;494.9984741;-16.2288723;-474.6730957;0.098360285;947504022.3
12.18333391;730.2362061;14.84854507;2.95769453;50.35299683;495.1546936;23.91746902;-475.3891296;0.098360285;947504022.3
12.18666725;730.8181152;14.86093044;3.013648033;50.35437012;495.4776917;18.0916748;-475.3081055;0.098360285;947504022.3
12.19000058;731.3909302;14.87405586;3.027915239;50.54165268;495.8034363;-11.3819952;-475.5413818;0.098360285;947504022.3
12.19333391;731.9824219;14.88795853;3.094379425;50.7540741;496.3428345;30.35777283;-476.5246277;0.098360285;947504022.3
12.19666725;732.3608398;14.90140343;3.100232363;50.49438095;496.3458557;5.080827713;-476.447998;0.098360285;947504022.3
12.20000058;732.934082;14.91340828;2.981151342;50.76327515;496.8344116;-11.03211594;-476.099884;0.098360285;947504022.3
12.20333391;733.401123;14.92674446;3.036058187;50.78998566;497.5140076;36.92897034;-476.6703186;0.098360285;947504022.3
12.20666725;733.8304443;14.94138813;3.038238049;50.62128067;497.7123718;7.642971039;-477.6804504;0.098360285;947504022.3
12.21000058;734.3237915;14.95447636;3.072856426;50.6036911;497.9825745;-5.474895;-477.5515442;0.098360285;947504022.3
12.21333391;734.6630859;14.96773529;3.028424501;50.53078079;498.3700867;33.23790359;-477.1060181;0.098360285;947504022.3
12.21666725;735.1710205;14.98079205;3.006386995;51.01945114;498.883728;3.312355757;-478.2172852;0.098360285;947504022.3
12.22000058;735.520752;14.99408531;3.050151587;50.89573669;499.3638916;0.535105407;-478.7704163;0.098360285;947504022.3
12.22333391;735.9915771;15.0065403;3.006825447;50.95167923;499.4525757;36.43927383;-478.77005;0.098360285;947504022.3
12.22666725;736.5302124;15.01847553;3.000022173;50.67715836;499.9413147;-8.148090363;-478.9369507;0.098360285;947504022.3
12.23000058;736.8980103;15.03163242;2.996118546;50.67591095;500.0336914;7.732014656;-479.328064;0.098360285;947504022.3
12.23333391;737.2080688;15.04611492;2.906950951;50.93437195;500.4268188;23.35537148;-479.5098267;0.098360285;947504022.3
12.23666725;737.5261841;15.05881786;3.028319359;51.10256195;500.6519165;-7.663403034;-480.0333557;0.098360285;947504022.3
12.24000058;737.8074341;15.06986141;3.0335114;51.13031006;501.111969;28.42864037;-480.7367859;0.098360285;947504022.3
12.24333391;738.2281494;15.08129215;3.005519629;50.8406105;501.0855408;14.12537861;-481.5941162;0.098360285;947504022.3
12.24666725;738.7966919;15.09296894;3.012546778;50.69038773;501.7382813;-12.57725048;-481.9212036;0.098360285;947504022.3
12.25000058;739.1444092;15.10389233;2.936028242;51.05846786;502.0445862;25.99983597;-481.802063;0.098360285;947504022.3
12.25333392;739.567627;15.11565399;2.90901494;51.34250259;502.5595398;8.65819931;-481.9676819;0.098360285;947504022.3
12.25666725;739.7161255;15.12698078;2.918367147;51.33852768;502.8400574;-7.933627129;-481.4899902;0.098360285;947504022.3
12.26000058;740.1508789;15.1366539;2.948319435;51.43358994;502.9486084;34.08515549;-480.9178467;0.098360285;947504022.3
12.26333392;740.4963989;15.14599323;2.906679869;50.97665405;503.1921997;-0.433993101;-481.1769714;0.098360285;947504022.3
12.26666725;740.7039795;15.15558052;3.044897318;51.11087799;503.3114014;-13.23479939;-481.3073425;0.098360285;947504022.3
12.27000058;741.2090454;15.16576958;2.985456467;51.28891754;504.0693665;34.04305649;-480.9746704;0.098360285;947504022.3
12.27333392;741.8302002;15.17674541;3.076477051;51.21673203;504.1205139;7.014562607;-481.2529602;0.098360285;947504022.3
12.27666725;742.0098267;15.18648148;2.973185062;51.65026855;504.1723022;4.370608807;-482.1939392;0.098360285;947504022.3
12.28000058;742.0475464;15.19535542;3.038200855;51.81124115;504.5077515;32.4214592;-483.317627;0.098360285;947504022.4
12.28333392;737.5230103;15.20238495;3.311221123;51.42520905;504.5036621;0.079449877;-482.8041077;0.098360285;947504022.4
12.28666725;742.8406372;15.20643139;3.0178864;51.04655075;504.4804382;-0.755831122;-483.3970337;0.098360285;947504022.4
12.29000058;738.7210693;15.20980835;3.084205627;51.16302872;504.6937561;32.42605972;-484.4953308;0.098360285;947504022.4
12.29333392;741.3442993;15.21089554;3.177043438;51.36064529;504.8804321;-4.797613144;-483.6480103;0.098360285;947504022.4
12.29666725;743.0974731;15.21117783;2.412940741;51.5112648;505.0496826;13.86602116;-482.824646;0.098360285;947504022.4
12.30000058;741.5880737;15.2112999;2.760538101;51.39056778;504.993103;16.29587746;-482.490387;0.098360285;947504022.4
12.30333392;743.0877686;15.21134949;2.365237236;51.35810852;504.7106018;-11.27539158;-483.7544861;0.098360285;947504022.4
12.30666725;742.3328857;15.21138859;2.743011236;51.24728012;504.8819885;19.32832909;-484.0714722;0.098360285;947504022.4
12.31000058;743.0406494;15.21168137;2.612151861;51.09035492;504.8662415;21.27730942;-484.3287964;0.098360285;947504022.4
12.31333392;742.1594238;15.21230507;2.746006966;51.41686249;504.6826172;-13.19991302;-483.698761;0.098360285;947504022.4
12.31666725;742.2163696;15.21212292;2.845189571;51.37173462;504.5975647;24.63060379;-483.3977356;0.098360285;947504022.4
12.32000059;742.0507813;15.21201611;2.953454971;51.39147949;504.975769;14.89390182;-483.9933167;0.098360285;947504022.4
12.32333392;741.6838379;15.21206284;3.065410614;51.40832901;505.0157776;-15.58760738;-484.1701355;0.098360285;947504022.4
12.32666725;741.6748047;15.2124548;3.019124985;51.24660873;504.8285522;18.09293556;-483.9324646;0.098360285;947504022.4
12.33000059;741.4083862;15.21277046;3.093427896;51.43920517;504.8827209;15.25823498;-484.9432068;0.098360285;947504022.4
12.33333392;741.8433228;15.21289444;3.161693573;51.49628067;504.8353882;-27.02949715;-485.8030396;0.098360285;947504022.4
12.33666725;741.5250244;15.21255016;3.279488087;51.46081543;504.857605;21.62574959;-486.3343506;0.098360285;947504022.4
12.34000059;741.8199463;15.21211243;3.195641994;51.50587463;504.9232178;11.65275478;-485.5419006;0.098360285;947504022.4
12.34333392;742.0049438;15.21198845;3.108489037;51.48597717;505.1811218;-20.65141106;-485.6618652;0.098360285;947504022.4
12.34666725;741.9686279;15.21203041;3.125001669;51.2286644;504.7588501;17.69119072;-485.2156067;0.098360285;947504022.4
12.35000059;742.0322876;15.21173859;3.120492697;51.16877747;504.4683228;16.51218033;-485.3313904;0.098360285;947504022.4
12.35333392;742.2216187;15.21225834;3.04096818;51.40223694;504.5205383;-6.761893749;-485.4126892;0.098360285;947504022.4
12.35666725;742.4234009;15.21200657;3.043892622;51.06367111;504.8240662;33.79393005;-485.6412048;0.098360285;947504022.4
12.36000059;742.2688599;15.21205807;3.083744049;51.1775322;504.6809082;1.593621254;-487.0285645;0.098360285;947504022.4
12.36333392;742.2977905;15.21242332;3.092262506;51.06856155;504.6349487;-11.76290321;-487.2076416;0.098360285;947504022.4
12.36666725;742.2763062;15.21280003;3.103875875;50.96804047;505.0760193;36.34331894;-486.4313965;0.098360285;947504022.4
12.37000059;742.3317261;15.21248913;3.161068439;51.30387878;505.0752258;3.753448963;-485.8430481;0.098360285;947504022.4
12.37333392;742.3294067;15.2126236;3.215284348;51.46102142;505.1443787;-2.577027559;-485.2877197;0.098360285;947504022.4
12.37666725;742.3294678;15.21325684;3.206938267;51.39217758;505.0705872;30.3944912;-485.105957;0.098360285;947504022.4
12.38000059;742.437561;15.21339417;3.156356812;51.38243103;504.7278137;-6.98154211;-485.6352234;0.098360285;947504022.5
12.38333392;742.4385376;15.21343517;3.16850543;51.38881302;504.9954529;2.285558701;-485.5668335;0.098360285;947504022.5
12.38666726;742.3615723;15.21376419;3.138577461;51.21962738;505.1503601;35.61667633;-485.2843018;0.098360285;947504022.5
12.39000059;742.1956787;15.21417522;3.103583574;51.36388779;504.9274902;-4.57512188;-486.4972534;0.098360285;947504022.5
12.39333392;742.2581787;15.2146225;3.066916227;51.35260773;504.9853516;13.976758;-486.6086426;0.098360285;947504022.5
12.39666726;742.2034302;15.21450233;3.032618761;51.09557724;504.9520874;21.19742966;-487.5777588;0.098360285;947504022.5
12.40000059;742.0531616;15.21395969;3.07916975;51.20697784;505.0644531;-8.887918472;-486.9660339;0.098360285;947504022.5
12.40333392;742.098938;15.21420288;3.059694052;51.36706543;505.0012207;16.32241631;-487.0791931;0.098360285;947504022.5
12.40666726;741.9934082;15.21426392;3.025975704;51.52286911;505.0915527;30.68738174;-487.4179382;0.098360285;947504022.5
12.41000059;742.0424805;15.21427917;3.03695941;51.44700623;505.0059814;-13.70534515;-486.3666992;0.098360285;947504022.5
12.41333392;742.1066284;15.21432018;3.085179329;51.53358459;505.0319519;14.65934658;-486.4769592;0.098360285;947504022.5
12.41666726;742.0256348;15.21470833;3.031379223;51.44067383;505.20224;15.72907066;-486.9518738;0.098360285;947504022.5
12.42000059;742.0002441;15.21447468;3.008607388;51.59069061;504.9221802;-9.887395859;-485.581543;0.098360285;947504022.5
12.42333392;741.8571777;15.21468925;2.973266125;51.54136276;504.5118103;20.41540337;-486.4568481;0.098360285;947504022.5
12.42666726;741.9098511;15.2145462;3.001068354;51.24409103;505.0953064;19.30354691;-485.8765869;0.098360285;947504022.5
12.43000059;741.8097534;15.21487141;3.014172792;51.00267792;505.0753174;-10.95588398;-485.6014099;0.098360285;947504022.5
12.43333392;741.9501953;15.21448326;2.918380022;51.26633835;504.9035034;32.24470139;-486.5323181;0.098360285;947504022.5
12.43666726;741.8912964;15.21424866;2.844429016;51.37198257;504.9222717;12.00278664;-486.0542297;0.098360285;947504022.5
12.44000059;741.8187866;15.21416664;2.810379028;51.36709976;505.005188;-8.215737343;-486.9963989;0.098360285;947504022.5
12.44333392;741.9220581;15.21397972;2.818906307;51.49024582;505.0487061;36.8223381;-487.7812805;0.098360285;947504022.5
12.44666726;741.8341064;15.21391201;2.861135721;51.5004425;504.8938293;5.943524361;-487.033905;0.098360285;947504022.5
12.45000059;741.736145;15.21411037;2.772505522;51.43720627;504.6875;-8.400456429;-486.5274048;0.098360285;947504022.5
12.45333392;741.7849121;15.21440601;2.805533886;51.09899521;504.760437;33.08676529;-486.3921204;0.098360285;947504022.5
12.45666726;741.6375122;15.2149477;2.890948772;51.42572784;504.7974854;-0.078200385;-486.6002502;0.098360285;947504022.5
12.46000059;741.512207;15.21430302;2.858734369;51.39838028;504.7496643;12.62379169;-487.7436523;0.098360285;947504022.5
12.46333393;741.6663818;15.21426773;2.848049879;51.21384811;504.9659424;35.41453171;-487.1201477;0.098360285;947504022.5
12.46666726;741.7293091;15.21445465;2.970639944;51.49065781;504.8770752;-1.482500792;-486.3103027;0.098360285;947504022.5
12.47000059;741.6571045;15.21459579;2.875433922;51.26361847;504.5337524;23.04153061;-487.5879211;0.098360285;947504022.5
12.47333393;741.7387085;15.21452713;2.966271162;51.16386795;504.7947083;18.53619766;-487.6099854;0.098360285;947504022.5
12.47666726;742.0708008;15.21417522;2.98974967;51.50954437;505.0822144;1.437919736;-486.8896179;0.098360285;947504022.5
12.48000059;741.9848022;15.21378899;2.981443167;51.31478882;504.9433594;40.70549393;-486.5329895;0.098360285;947504022.6
12.48333393;741.9953613;15.21410942;2.976347446;51.14875793;504.9697266;6.173465729;-486.5186768;0.098360285;947504022.6
12.48666726;741.7851563;15.21417236;3.073332787;51.32128143;504.9769287;-6.993342876;-487.1401672;0.098360285;947504022.6
12.49000059;741.802063;15.21411133;2.991527796;51.21853256;505.0249939;36.54068375;-486.7140198;0.098360285;947504022.6
12.49333393;741.7072754;15.21478081;2.903869629;51.43478012;504.918457;7.605944157;-486.7713623;0.098360285;947504022.6
12.49666726;741.7453003;15.21439648;3.012995958;51.38047028;505.27948;3.545637369;-486.5965271;0.098360285;947504022.6
12.50000059;741.8310547;15.21468925;3.033510685;51.28701019;504.7523193;25.38233376;-486.8485413;0.098360285;947504022.6
12.50333393;741.7172241;15.21435356;3.047791243;51.20545959;504.9429932;-8.214345932;-487.5328979;0.098360285;947504022.6
12.50666726;741.5759888;15.21361256;3.112277985;51.07024765;505.2235107;4.383973122;-487.719696;0.098360285;947504022.6
12.51000059;741.5680542;15.21418667;3.082714319;51.22123337;505.1783447;32.1553421;-487.8587036;0.098360285;947504022.6
12.51333393;741.4082642;15.21412277;3.082946777;51.33550644;504.8773804;-5.938970089;-488.8904114;0.098360285;947504022.6
12.51666726;741.3877563;15.21439552;3.091928482;51.3634491;504.9949341;19.49698067;-489.9407654;0.098360285;947504022.6
12.52000059;741.548645;15.21417332;3.045161009;51.43811798;505.30896;21.46467018;-490.0531311;0.098360285;947504022.6
12.52333393;741.5465088;15.21413422;3.071934462;51.42365265;505.1830444;-13.37935448;-488.6643982;0.098360285;947504022.6
12.52666726;741.5695801;15.21464539;3.113032579;51.0996666;505.0654602;6.305850506;-487.6867676;0.098360285;947504022.6
12.5300006;741.7578735;15.21481514;3.116585255;51.08541107;505.5808411;18.68785858;-487.3262024;0.098360285;947504022.6
12.53333393;741.8286743;15.21480656;3.083378077;51.42702484;505.572052;-13.40838337;-487.5964661;0.098360285;947504022.6
12.53666726;741.8566284;15.21430492;3.048465967;51.51326752;505.3805847;18.0056591;-487.9863586;0.098360285;947504022.6
12.5400006;741.7106934;15.21431351;3.052164316;51.48960114;505.3726501;20.73777771;-487.0645752;0.098360285;947504022.6
12.54333393;741.5424194;15.21460724;3.081664562;51.18430328;504.9821167;-12.0456543;-486.9923706;0.098360285;947504022.6
12.54666726;741.5903931;15.21477222;3.161743164;51.03363037;504.7874146;21.05520058;-486.4124756;0.098360285;947504022.6
12.5500006;741.6733398;15.21458435;3.077373028;51.35541916;505.0375366;28.02422905;-486.4203796;0.098360285;947504022.6
12.55333393;741.543457;15.21443844;3.039413214;51.66629028;505.1396179;-11.72510242;-487.4629517;0.098360285;947504022.6
12.55666726;741.3540649;15.21465302;3.068493843;51.39231873;504.8490295;25.7971344;-487.6143188;0.098360285;947504022.6
12.5600006;741.3872681;15.21459007;3.070297241;51.36148453;504.5541382;11.38964367;-488.1106567;0.098360285;947504022.6
12.56333393;741.5197754;15.21451283;3.059821367;51.33441925;504.9327393;-14.03540134;-488.1739807;0.098360285;947504022.6
12.56666726;741.3781738;15.21451378;3.025815964;51.05859375;505.1371765;12.80900764;-487.6529541;0.098360285;947504022.6
12.5700006;741.4070435;15.21474743;3.045983553;51.14525604;505.1750183;35.61685944;-488.3605652;0.098360285;947504022.6
12.57333393;741.4755859;15.21466923;3.091284752;51.3462944;505.0794373;-5.321919441;-488.3062439;0.098360285;947504022.6
12.57666726;741.4000854;15.21472645;3.070055008;51.4561615;504.9449768;22.21147537;-487.7583008;0.098360285;947504022.6
12.5800006;741.3687744;15.21431828;2.998184681;50.98901749;504.9587708;24.18930244;-488.4761047;0.098360285;947504022.7
12.58333393;741.3971558;15.21492863;2.942643166;51.19595718;504.7281799;-11.29411888;-489.0043335;0.098360285;947504022.7
12.58666726;741.3919678;15.21443748;2.998500347;51.44104767;504.9812012;13.66716385;-488.4138794;0.098360285;947504022.7
12.5900006;741.4396362;15.21426392;2.941992283;51.2869606;505.1394348;28.37184334;-488.6703491;0.098360285;947504022.7
12.59333393;741.4870605;15.21437168;2.936499596;51.47929382;505.1788635;-18.81481171;-487.8817139;0.098360285;947504022.7
12.59666726;741.3064575;15.21465874;2.980797768;51.35243607;504.9648132;16.04309082;-487.709198;0.098360285;947504022.7
12.6000006;741.3336792;15.2150774;2.993314981;51.30745316;504.9423523;19.0149765;-487.9051208;0.098360285;947504022.7
12.60333393;741.3165894;15.21441078;2.923150539;51.49915314;505.0653381;-18.82573509;-488.1875916;0.098360285;947504022.7
12.60666727;741.2562256;15.21442127;2.932749033;51.38846588;504.8900146;26.84425735;-488.2364502;0.098360285;947504022.7
12.6100006;741.1585693;15.2149725;2.947028875;51.19327164;504.7596741;13.40399837;-486.9873352;0.098360285;947504022.7
12.61333393;741.2566528;15.21450615;3.000341892;51.32011414;504.6561279;-15.79597187;-486.7333374;0.098360285;947504022.7
12.61666727;741.1723022;15.21424866;3.011001587;51.48462677;504.7481689;31.250103;-486.6663208;0.098360285;947504022.7
12.6200006;741.0632324;15.21442223;2.922907829;51.48922729;505.2157593;19.62370682;-486.5410461;0.098360285;947504022.7
12.62333393;741.0718384;15.21479225;2.939253092;51.54530716;505.0657043;-15.22820091;-487.0282288;0.098360285;947504022.7
12.62666727;740.9199829;15.21446228;2.856217146;51.45340347;505.1972046;17.19095802;-486.6661377;0.098360285;947504022.7
12.6300006;740.9936523;15.21446419;2.886459589;51.50625229;505.2817078;25.89955902;-486.0997925;0.098360285;947504022.7
12.63333393;741.1004028;15.21441841;2.920699358;51.56544876;504.8597717;-13.1083765;-487.1411743;0.098360285;947504022.7
12.63666727;741.0491943;15.21470451;2.930346966;51.52536392;505.1146851;24.68975449;-488.1492004;0.098360285;947504022.7
12.6400006;741.2313232;15.21456051;2.909834146;51.5006218;504.8787231;19.50583839;-487.6675415;0.098360285;947504022.7
12.64333393;740.9758301;15.21440125;2.871987343;51.34997177;504.7123718;-8.162205696;-487.5352783;0.098360285;947504022.7
12.64666727;740.9387817;15.21478081;2.876248598;51.19013977;504.8581543;4.652457237;-488.2855835;0.098360285;947504022.7
12.6500006;741.0897217;15.21444798;2.822425842;51.31679535;505.0584106;29.76730919;-488.3710327;0.098360285;947504022.7
12.65333393;740.8743286;15.21447182;2.923313618;51.35071945;504.9379272;-7.131129742;-487.7395325;0.098360285;947504022.7
12.65666727;740.9581299;15.2141571;2.959491014;51.39154053;504.6848145;7.681004524;-488.2798767;0.098360285;947504022.7
12.6600006;740.9040527;15.21404934;3.068023443;51.49570465;504.7468872;31.25017357;-488.6576843;0.098360285;947504022.7
12.66333393;741.1119385;15.21411133;3.063816786;51.58421707;504.9188538;-4.647837162;-489.2683716;0.098360285;947504022.7
12.66666727;740.9050293;15.21404171;3.019844055;51.2941246;504.9498291;-3.01982975;-489.3262024;0.098360285;947504022.7
12.6700006;740.8484497;15.21452999;3.000419378;51.14903641;504.8536377;36.06234741;-488.3923035;0.098360285;947504022.7
12.67333394;740.9735718;15.21440887;2.986901045;51.08643723;504.9868774;-4.868231297;-487.8478699;0.098360285;947504022.7
12.67666727;741.0177612;15.21463013;3.01650238;51.27444077;504.765686;-11.72741508;-488.7588806;0.098360285;947504022.7
12.6800006;740.916687;15.21440983;3.088009119;51.41207504;504.8337402;39.48154831;-488.4556274;0.098360285;947504022.8
12.68333394;740.9848633;15.21479797;3.058747053;51.12843323;505.0519714;7.28969574;-488.1515503;0.098360285;947504022.8
12.68666727;741.081665;15.21465683;3.026995897;51.23960876;505.2171631;-2.266722202;-487.820282;0.098360285;947504022.8
12.6900006;740.9038696;15.2142725;3.078210115;51.26728058;504.8765564;36.82142639;-487.427002;0.098360285;947504022.8
