Load,Displacement,Acceleration
-0.795610249042511,2.0278144802432507e-05,0.11942632496356964
-0.7775114178657532,-0.00023391720606014132,0.0833216980099678
-0.682858407497406,-0.0004971037269569933,0.15233400464057922
-0.6016913056373596,-0.0005977636901661754,0.028715670108795166
-0.4965026080608368,-0.00042579075670801103,0.17578953504562378
-0.5521941781044006,7.154368358897045e-05,0.09505908191204071
-0.5769088864326477,-0.0002087433240376413,-0.012765081599354744
-0.7267652153968811,-0.0006996012525632977,-0.08970179408788681
-0.6145032644271851,-0.0007963608368299901,-0.10032428801059723
-0.5721620917320251,-4.263728260411881e-05,-0.14212357997894287
-0.5466099381446838,0.00019162599346600473,-0.11150047928094864
-0.62589430809021,-0.0002877743972931057,-0.18463699519634247
-0.7629513144493103,-8.958376565715298e-05,-0.4132364094257355
-0.7356764674186707,7.6109885412734e-05,-0.2647777199745178
-0.7596260905265808,0.0002051233605016023,-0.30023249983787537
-0.7481854557991028,-0.00012862563016824424,-0.29304999113082886
-0.696413516998291,-0.0004174856294412166,-0.24408885836601257
-0.6091558933258057,9.553709969623014e-05,-0.30614012479782104
-0.7252904176712036,2.3086860892362893e-05,-0.4599682092666626
-0.7794781923294067,-0.0006205454701557755,-0.432208776473999
-0.7128171324729919,-0.0003754190111067146,-0.5209863185882568
-0.6509153842926025,6.876916449982673e-05,-0.32005876302719116
-0.7950522899627686,0.0002746016252785921,-0.30609163641929626
-0.6687724590301514,0.0002824192924890667,-0.24730323255062103
-0.6264480352401733,-3.642293086159043e-05,-0.2795693874359131
-0.6401469707489014,0.00024742656387388706,-0.2405928522348404
-0.5570691823959351,-3.498000660329126e-05,-0.34137868881225586
-0.47264334559440613,-0.0004115790070500225,-0.28936702013015747
-0.5980217456817627,-0.0002801344671752304,-0.1110205426812172
-0.6110354661941528,-0.00038140869583003223,-0.03886756673455238
-0.49608537554740906,-0.0005665599019266665,0.005022622644901276
-0.5511340498924255,9.525076166028157e-05,0.0032924278639256954
-0.675563395023346,0.00014815189933869988,0.06419003009796143
-0.7456903457641602,-9.740196401253343e-05,0.09265459328889847
-0.7085003852844238,2.5560259018675424e-05,0.2225017100572586
-0.7155978679656982,-0.00012847727339249104,0.19481801986694336
-0.7000997066497803,-0.00026473976322449744,0.0660344585776329
-0.6704197525978088,-0.0003660823276732117,0.14319542050361633
-0.6261287331581116,-0.00020706327632069588,0.39028215408325195
-0.5341066718101501,0.00011274027929175645,0.46123528480529785
-0.5089704990386963,-0.00011102550342911854,0.35231253504753113
-0.4840470254421234,-0.0006615306483581662,0.41947993636131287
-0.4585726857185364,-0.0006922023021616042,0.45161983370780945
-0.4860747754573822,-0.00043155267485417426,0.3049180805683136
-0.4552787244319916,-0.00016440014587715268,0.3005872964859009
-0.5711629390716553,-0.00029020255897194147,0.3559965491294861
-0.7071017026901245,-0.00012932295794598758,0.30723699927330017
-0.5975573658943176,5.167098606762011e-06,0.16844969987869263
-0.6896653175354004,-0.00034649617737159133,0.10666806250810623
-0.7088858485221863,-0.00036263049696572125,0.16155259311199188
-0.6741613149642944,-0.0003320016840007156,0.08125653117895126
-0.6324799656867981,-9.88288866210496e-06,-0.03995418921113014
-0.7110769152641296,0.00015896889090072364,0.008805381134152412
-0.6752437353134155,0.00020316944574005902,0.031486112624406815
-0.5433576107025146,0.0003217609482817352,-0.058871474117040634
-0.562036395072937,-0.00016211024194490165,0.04063033685088158
-0.5701332688331604,-0.00019253660866525024,-0.03607438504695892
-0.6133678555488586,-0.00012322136899456382,-0.18963909149169922
-0.5835312604904175,0.00014854679466225207,-0.22769828140735626
-0.6247212886810303,-7.864426879677922e-05,-0.11120560765266418
-0.6156601309776306,-1.0017930435424205e-05,-0.2374548316001892
-0.5134426355361938,6.877816485939547e-05,-0.18622471392154694
-0.6250219345092773,-4.2001003748737276e-05,-0.22312580049037933
-0.6425782442092896,0.00050830323016271,-0.26340165734291077
-0.7414148449897766,0.00016162885003723204,-0.27425068616867065
-0.7487484216690063,-0.00030678464099764824,-0.27531859278678894
-0.743984043598175,0.0004382198676466942,-0.3097958266735077
-0.6137752532958984,0.0002895527286455035,-0.21786442399024963
-0.7317068576812744,0.0004609523748513311,-0.2065633088350296
-0.8945204019546509,0.00028622534591704607,-0.19808173179626465
-0.7642663717269897,-0.0003842081059701741,-0.11166670173406601
-0.5603357553482056,-0.00013366361963562667,-0.13803249597549438
-0.48870936036109924,0.00016303668962791562,-0.10513291507959366
-0.5054793357849121,-5.851219975738786e-05,-0.17999057471752167
-0.6287542581558228,7.243787695188075e-05,-0.19912992417812347
-0.7297129034996033,-0.0002590618096292019,-0.2786032557487488
-0.7247875928878784,0.000181265379069373,-0.19249695539474487
-0.6336761116981506,9.040106669999659e-05,0.00101044203620404
-0.5555161833763123,-0.0002730880805756897,0.04313776642084122
-0.5472555756568909,-0.0007539507932960987,0.06468881666660309
-0.6948975324630737,-8.922078995965421e-05,-0.16983923316001892
-0.7222979664802551,1.508712739450857e-05,0.039191849529743195
-0.698309600353241,3.686333366204053e-05,-0.021570445969700813
-0.6947657465934753,-0.00024370387836825103,-0.003938593436032534
-0.5992671847343445,-0.00036220744368620217,0.0005622506141662598
-0.6286391615867615,-0.000103790829598438,0.05057796090841293
-0.6457833647727966,0.0003634170861914754,-0.04386352375149727
-0.44730332493782043,0.0004507009871304035,-0.008794959634542465
-0.5552058815956116,-0.00011538766557350755,-0.05381818115711212
-0.5711291432380676,0.00018841313431039453,-0.1120886504650116
-0.6226003170013428,-0.00021754996851086617,-0.17353706061840057
-0.6619446277618408,-0.00030303155654110014,-0.26264405250549316
-0.5006279945373535,-6.734758790116757e-05,-0.3212330937385559
-0.5566104650497437,0.0002728903782553971,-0.22161555290222168
-0.6439088582992554,7.289792119991034e-05,-0.25542524456977844
-0.8298232555389404,-0.00036297590122558177,-0.25554409623146057
-0.7005408406257629,0.0001318335416726768,-0.24424640834331512
-0.5727998614311218,-9.813459473662078e-05,-0.25459325313568115
-0.5880478024482727,5.6772903917590156e-05,-0.1961507648229599
-0.5857629776000977,0.00026632845401763916,-0.21094921231269836
-0.6507698893547058,-8.400868682656437e-05,-0.1541035771369934
-0.6907724142074585,-0.0004548277647700161,-0.15849728882312775
-0.6972053050994873,-0.0005160519503988326,-0.1413649022579193
-0.7412950396537781,-0.0005616192938759923,-0.21272127330303192
-0.8206393122673035,-8.349732524948195e-05,-0.26197341084480286
-0.7497378587722778,-0.00011483251000754535,-0.10716848075389862
-0.7053743004798889,-0.0003556501760613173,0.08060714602470398
-0.7322405576705933,-0.00044455434544943273,0.16912265121936798
-0.6386655569076538,-4.101179001736455e-05,0.06658009439706802
-0.5325103402137756,-2.2918395188753493e-05,0.018428102135658264
-0.6328476667404175,0.00014413757889997214,0.12408670037984848
-0.6976098418235779,-0.00030821430846117437,0.1289362609386444
-0.6809502840042114,-0.00022064705262891948,0.12078071385622025
-0.6902494430541992,-0.00013048702385276556,0.13985495269298553
-0.6830674409866333,-0.00013233358913566917,0.20758384466171265
-0.5892701148986816,0.00011349051783327013,0.17200304567813873
-0.6773360371589661,-3.858433774439618e-05,0.10923818498849869
-0.6658843755722046,6.408597982954234e-05,0.2636326253414154
-0.8264442086219788,0.00018272156012244523,0.22373157739639282
-0.7937549352645874,-0.00024012061476241797,0.19118118286132812
-0.6405618190765381,5.563481681747362e-05,0.33059197664260864
-0.5584970712661743,0.00023528248129878193,0.2660139501094818
-0.5326322913169861,0.0004840452456846833,0.19936327636241913
-0.4609660506248474,0.00048231854452751577,0.09874081611633301
-0.5644711852073669,0.00019407895160838962,0.13381332159042358
-0.7277672290802002,6.57923155813478e-05,0.12831176817417145
-0.6557230353355408,-3.601897697080858e-05,0.15841610729694366
-0.562807023525238,9.398047041031532e-06,0.0126487473025918
-0.6315204501152039,-0.00046605459647253156,-0.01638716273009777
-0.7753382921218872,-0.00011168725177412853,0.030089998617768288
-0.7433905601501465,-0.0005613467656075954,-0.0005573051748797297
-0.7024973630905151,-0.000626775436103344,-0.038900259882211685
-0.5961992740631104,-0.0002093013608828187,0.057497959583997726
-0.6872155666351318,0.00014813937013968825,-0.03842248022556305
-0.6242989897727966,8.275218715425581e-05,-0.1226658895611763
-0.7136445045471191,-0.0002668299130164087,-0.22000248730182648
-0.8056325912475586,0.00015768078446853906,-0.04189271107316017
-0.7426640391349792,0.0001947904675034806,-0.22920525074005127
-0.7862676382064819,0.0004218380490783602,-0.20705202221870422
-0.799399197101593,5.858704389538616e-05,-0.11038713902235031
-0.9017689824104309,0.0003511585819069296,-0.13481786847114563
-0.735234797000885,0.00030323813552968204,-0.25800561904907227
-0.7377150058746338,0.0003805452142842114,-0.2809121906757355
-0.5755043029785156,0.00020221610611770302,-0.22655603289604187
-0.712120532989502,0.00022114561579655856,-0.10714825242757797
-0.8128392100334167,0.0002757148467935622,-0.20099395513534546
-0.8057004809379578,7.297188858501613e-05,-0.0741240605711937
-0.7561741471290588,1.3539590327127371e-05,-0.15609146654605865
-0.5625459551811218,-0.00036953252856619656,-0.22998927533626556
-0.6815177798271179,0.0002127278276020661,-0.1660982072353363
-0.7813452482223511,-5.280921686789952e-05,-0.11940973997116089
-0.8271751999855042,7.689630729146302e-05,-0.06927409023046494
-0.8009843826293945,-0.00025088380789384246,0.004192240536212921
-0.801359236240387,0.0002407573483651504,-0.015245617367327213
-0.7296381592750549,-0.00038274412509053946,-0.08170018345117569
-0.6054002642631531,-0.0008513453067280352,-0.09705239534378052
-0.4460638761520386,-0.0002931386698037386,0.05406046286225319
-0.35468828678131104,-2.6859952413360588e-05,-0.07010285556316376
-0.1701245903968811,0.000215666281292215,-0.02885991893708706
-0.055592164397239685,0.0002864656853489578,0.02435554750263691
